pid,fid18,tb4_a18_f,tb4_a18_m
100051501,100051,不适用,文盲/半文盲
110043107,100051,高中,高中
100051502,100051,不适用,不适用
100160601,100160,不适用,不适用
120009102,100160,大专,大学本科
130005103,100286,初中,文盲/半文盲
100376551,100376,不适用,不适用
130094103,100376,小学,小学
130155521,100435,初中,高中
130155103,100435,小学,初中
277731501,100435,不适用,不适用
100435552,100435,初中,高中
430111101,100453,不适用,不适用
430111103,100453,小学,初中
430111102,100453,不适用,不适用
100453401,100453,大学本科,大学本科
100453431,100453,不适用,不适用
100453551,100453,大学本科,大学本科
100551552,100551,大学本科,大学本科
130281103,100551,小学,初中
100551551,100551,不适用,不适用
130299106,100569,不适用,不适用
130299105,100569,不适用,不适用
100724602,100724,高中,大专
130492103,100724,初中,小学
130492521,100724,高中,大专
100724601,100724,不适用,不适用
130463104,100733,小学,文盲/半文盲
130475104,100744,文盲/半文盲,文盲/半文盲
100744601,100744,不适用,不适用
130533103,100765,不适用,高中
130517104,100782,初中,初中
130517101,100782,不适用,不适用
130517102,100782,小学,不适用
130547103,100810,初中,文盲/半文盲
100810601,100810,初中,小学
130547411,100810,初中,小学
100810551,100810,不适用,不适用
130630103,100879,小学,初中
130630551,100879,不适用,不适用
100879601,100879,初中,初中
130681103,100920,初中,文盲/半文盲
130815104,101023,高中,高中
130815105,101023,初中,初中
130815501,101023,高中,高中
130815102,101023,初中,小学
130896107,101129,高中,不适用
130896105,101129,不适用,不适用
101129501,101129,不适用,不适用
130896106,101129,不适用,小学
130896521,101129,高中,不适用
130897103,101130,小学,小学
101274551,101274,不适用,不适用
140093103,101274,初中,小学
101274601,101274,大专,初中
140122105,101303,高中,高中
140676571,101711,小学,小学
140676203,101711,文盲/半文盲,文盲/半文盲
140676108,101711,小学,小学
140676103,101711,小学,小学
140668104,101797,初中,初中
140668105,101797,小学,初中
140668103,101797,小学,初中
140668102,101797,不适用,不适用
140668101,101797,不适用,初中
169057571,102011,大专,大专
410481103,102011,高中,高中
169057501,102011,不适用,不适用
411771106,102025,不知道,小学
411771105,102025,小学,初中
210223103,102448,高中,小学
210263102,102473,不适用,初中
102571552,102571,不适用,不适用
102571551,102571,不适用,不适用
210413102,102571,小学,文盲/半文盲
102666601,102666,不适用,不适用
210547571,102666,大专,高中
210547103,102666,初中,初中
102730601,102730,大专,大专
210638104,102730,高中,高中
102730551,102730,不适用,不适用
210727103,102783,初中,初中
210761104,102814,高中,初中
210966103,102888,高中,大专
210966105,102888,不适用,不适用
210966102,102888,不适用,初中
211093102,102992,不适用,不适用
211584103,103465,大专,初中
103465551,103465,不适用,不适用
211584571,103465,大学本科,大学本科
103465601,103465,大学本科,大学本科
211775101,103614,不适用,不适用
103671621,103671,大学本科,大专
211820103,103671,初中,初中
103671501,103671,不适用,不适用
211934103,103766,小学,小学
103788551,103788,大专,大学本科
211952103,103788,初中,初中
103788501,103788,不适用,不适用
103923551,103923,不适用,不适用
220160105,103923,小学,不适用
220098103,103924,小学,文盲/半文盲
103924504,103924,大学本科,大学本科
103924502,103924,不适用,不适用
103924501,103924,不适用,不适用
103924503,103924,高中,初中
220316103,104054,不适用,初中
220279105,104088,小学,小学
230016102,104182,不适用,高中
230103103,104256,高中,高中
104256601,104256,不适用,不适用
230327102,104521,小学,文盲/半文盲
104521601,104521,不适用,大专
230327103,104521,初中,小学
230624103,104690,小学,初中
311299103,105727,不适用,文盲/半文盲
311299105,105727,初中,初中
311299104,105727,小学,不适用
311346103,105761,初中,文盲/半文盲
105761551,105761,不适用,不适用
312144107,106335,高中,大专
312144432,106335,不适用,不适用
312144431,106335,不适用,不适用
312144106,106335,初中,高中
312144101,106335,初中,小学
312217103,106383,不适用,不适用
312217102,106383,不适用,不适用
312458103,106561,初中,初中
320104105,106597,初中,缺失
211940104,106601,不适用,小学
211940103,106601,不适用,不适用
320111102,106605,不适用,不适用
106632601,106632,大专,大学本科
312534104,106632,不适用,不适用
312534103,106632,小学,初中
320107521,106761,大专,高中
320107104,106761,初中,小学
106761501,106761,不适用,不适用
330067571,106867,高中,大专
330067104,106867,初中,初中
106867551,106867,不适用,不适用
330187105,106945,文盲/半文盲,文盲/半文盲
330187101,106945,不适用,不适用
106971571,106971,大专,高中
330222102,106971,初中,文盲/半文盲
106971551,106971,不适用,不适用
340123103,107435,初中,初中
340123205,107435,文盲/半文盲,文盲/半文盲
107435501,107435,不适用,不适用
350095431,107456,不适用,不适用
350095103,107456,小学,文盲/半文盲
350103104,107463,文盲/半文盲,文盲/半文盲
107463551,107463,不适用,不适用
350103107,107463,初中,初中
360086104,107619,初中,小学
107619552,107619,初中,高中
360086571,107619,初中,高中
107619553,107619,不适用,不适用
107619551,107619,初中,高中
340323105,107624,初中,文盲/半文盲
107624501,107624,不适用,不适用
107624502,107624,初中,高中
340342104,107643,小学,文盲/半文盲
340342103,107643,高中,小学
107643601,107643,初中,初中
340342105,107643,初中,初中
360124105,107648,初中,大专
360124104,107648,文盲/半文盲,文盲/半文盲
360124103,107648,文盲/半文盲,文盲/半文盲
360184103,107696,初中,文盲/半文盲
107824601,107824,高中,初中
350127105,107824,高中,初中
350127103,107824,不适用,小学
350127101,107824,不适用,文盲/半文盲
350127104,107824,初中,小学
370089102,107911,不适用,不适用
370089101,107911,不适用,不适用
360160109,108037,初中,初中
360160110,108037,初中,初中
360160106,108037,文盲/半文盲,文盲/半文盲
360160104,108037,文盲/半文盲,文盲/半文盲
360278103,108165,初中,文盲/半文盲
360320551,108211,初中,小学
360320521,108211,初中,小学
108211601,108211,初中,小学
360320101,108211,不适用,文盲/半文盲
360320102,108211,初中,初中
360320103,108211,初中,小学
108211501,108211,不适用,不适用
370115104,108244,小学,文盲/半文盲
370115107,108244,初中,初中
108244602,108244,初中,初中
370115108,108244,小学,小学
108244601,108244,初中,初中
108371552,108371,大专,大专
370597103,108371,高中,小学
108371551,108371,不适用,不适用
370206101,108466,不适用,不适用
108476552,108476,大学本科,大专
370212103,108476,初中,初中
108476551,108476,不适用,不适用
370320102,108598,不适用,小学
108598601,108598,不适用,不适用
410142105,108628,高中,高中
410142104,108628,不适用,不适用
410142103,108628,初中,初中
620727105,108640,高中,小学
108640431,108640,初中,初中
410178101,108660,不适用,不适用
108660553,108660,不适用,不适用
108660552,108660,文盲/半文盲,文盲/半文盲
108660551,108660,初中,初中
370707104,108979,初中,文盲/半文盲
108998601,108998,小学,初中
108998551,108998,不适用,不适用
410568107,108998,文盲/半文盲,文盲/半文盲
410735103,109121,高中,文盲/半文盲
410735105,109121,不知道,不知道
109137503,109137,不适用,不适用
410046102,109137,不适用,文盲/半文盲
109137551,109137,不适用,不适用
410046431,109137,不适用,不适用
109137501,109137,高中,高中
410795104,109169,小学,文盲/半文盲
410134402,109216,高中,高中
410134431,109216,不适用,不适用
410134104,109216,高中,文盲/半文盲
410969104,109336,初中,文盲/半文盲
410969103,109336,不适用,文盲/半文盲
411044105,109404,初中,高中
109404551,109404,不适用,不适用
109508552,109508,不适用,不适用
109508551,109508,初中,初中
410426105,109508,高中,文盲/半文盲
109508553,109508,不适用,不适用
109508601,109508,高中,初中
411172102,109514,不适用,文盲/半文盲
109531602,109531,初中,初中
410447104,109531,初中,小学
109531601,109531,不适用,不适用
109606551,109606,大专,大专
410518103,109606,高中,小学
109606501,109606,不适用,不适用
410525401,109615,大学本科,大专
109615502,109615,不适用,不适用
109615551,109615,大学本科,大专
410525103,109615,小学,文盲/半文盲
109615503,109615,初中,高中
109615501,109615,不适用,不适用
411469104,109710,初中,小学
109710551,109710,初中,小学
410708401,109791,文盲/半文盲,初中
410708103,109791,不适用,初中
410708104,109791,小学,小学
411631103,109849,高中,初中
109849552,109849,不适用,不适用
109849551,109849,大专,高中
109849553,109849,不适用,不适用
109942552,109942,初中,高中
411739104,109942,初中,小学
109942551,109942,不适用,不适用
109942553,109942,不适用,不适用
410865103,109949,高中,高中
411774105,109970,小学,初中
411774104,109970,不适用,不适用
411774101,109970,文盲/半文盲,文盲/半文盲
110006101,110006,不适用,不适用
110006103,110006,初中,初中
110006102,110006,初中,不适用
110009105,110009,高中,高中
110009103,110009,不适用,文盲/半文盲
110009102,110009,不适用,文盲/半文盲
110009106,110009,不适用,不适用
110009104,110009,不适用,不适用
110009107,110009,文盲/半文盲,文盲/半文盲
110009101,110009,不适用,不适用
110015105,110015,不适用,不适用
110015106,110015,高中,高中
110015101,110015,小学,高中
110015103,110015,不适用,不适用
110015104,110015,不适用,不适用
110015521,110015,大专,不适用
110015107,110015,高中,初中
110018551,110018,不适用,初中
110020108,110020,高中,高中
110020102,110020,不适用,不适用
110020101,110020,不适用,不适用
110023501,110023,不适用,不适用
110023101,110023,初中,高中
110023431,110023,不适用,不适用
110024601,110024,高中,不适用
110024102,110024,不适用,不适用
110026104,110026,不适用,不适用
110026101,110026,高中,高中
110026102,110026,不适用,初中
110026103,110026,大学本科,大专
110027102,110027,不适用,不适用
110027101,110027,不适用,不适用
110030431,110030,不适用,不适用
110030101,110030,不适用,不适用
110031103,110031,高中,高中
110031102,110031,不适用,不适用
110031101,110031,初中,不适用
110033101,110033,大学本科,不适用
110033102,110033,不适用,不适用
110033105,110033,高中,高中
110033104,110033,不适用,不适用
110035103,110035,不适用,不适用
110035102,110035,不适用,不适用
110035101,110035,不适用,文盲/半文盲
110038104,110038,小学,小学
110038101,110038,不适用,不适用
110040101,110040,小学,小学
110040102,110040,不适用,小学
110040501,110040,初中,高中
110040103,110040,初中,初中
110040431,110040,不适用,不适用
110041103,110041,大专,高中
110041102,110041,文盲/半文盲,不适用
110041101,110041,初中,大专
110043101,110043,不适用,文盲/半文盲
110043601,110043,大学本科,不适用
110043102,110043,小学,高中
110043105,110043,不适用,不适用
110043103,110043,高中,高中
110043104,110043,高中,高中
110045101,110045,不适用,不适用
110047103,110047,大专,高中
110047431,110047,不适用,不适用
110047101,110047,小学,不适用
110047102,110047,高中,小学
110050103,110050,初中,初中
110050102,110050,初中,初中
110050101,110050,不适用,不适用
110052501,110052,大专,大专
110052103,110052,不适用,文盲/半文盲
110052101,110052,不适用,不适用
110052431,110052,不适用,不适用
110052104,110052,高中,高中
110052102,110052,不适用,不适用
110057102,110057,不适用,不适用
110057101,110057,不适用,不适用
110060601,110060,大学本科,大专
110060581,110060,不适用,不适用
110060102,110060,高中,高中
110060101,110060,不适用,文盲/半文盲
110060103,110060,高中,高中
110062551,110062,不适用,不适用
110062102,110062,小学,小学
110062101,110062,不适用,不适用
110062531,110062,高中,初中
110062552,110062,文盲/半文盲,高中
110064102,110064,初中,高中
110064532,110064,不适用,不适用
110064531,110064,不适用,不适用
110064101,110064,大专,小学
110065102,110065,不适用,不适用
110067101,110067,大专,大专
110069103,110069,初中,初中
110069102,110069,不适用,不适用
110069101,110069,不适用,不适用
110071103,110071,大学本科,大学本科
110071102,110071,不适用,不适用
110071101,110071,不适用,不适用
110072102,110072,不适用,不适用
110072101,110072,不适用,文盲/半文盲
110073101,110073,不适用,不适用
110074102,110074,不适用,不适用
110074101,110074,不适用,不适用
110076101,110076,不适用,不适用
110078105,110078,初中,大专
110078104,110078,初中,小学
110078431,110078,不适用,不适用
110078102,110078,不适用,不适用
110078101,110078,大学本科,小学
110078103,110078,不适用,不适用
110079103,110079,小学,高中
110079102,110079,小学,小学
110079101,110079,不适用,不适用
110081103,110081,初中,初中
110081102,110081,不适用,不适用
110081101,110081,不适用,文盲/半文盲
110081104,110081,不适用,不适用
110083401,110083,高中,大专
110083102,110083,不适用,不适用
110083101,110083,不适用,不适用
110083104,110083,不适用,不适用
110083103,110083,小学,初中
110084103,110084,高中,文盲/半文盲
110084102,110084,不适用,文盲/半文盲
110084101,110084,不适用,不适用
110092102,110092,不适用,不适用
110092103,110092,不适用,文盲/半文盲
110092104,110092,不适用,不适用
110092105,110092,高中,高中
110107102,110107,文盲/半文盲,文盲/半文盲
110107101,110107,不适用,不适用
110107103,110107,高中,高中
110108102,110108,不适用,不适用
110108551,110108,大专,大专
110108104,110108,不适用,不适用
110108101,110108,不适用,不适用
110108103,110108,初中,高中
110111101,110111,不适用,不适用
110111531,110111,不适用,不适用
110111102,110111,不适用,不适用
110111103,110111,初中,大学本科
110113401,110113,大学本科,硕士
110113102,110113,不适用,不适用
110113101,110113,不适用,不适用
110113501,110113,不适用,不适用
110113103,110113,高中,初中
110114103,110114,大专,大专
110114102,110114,小学,不适用
110114101,110114,不适用,不适用
110116102,110116,初中,文盲/半文盲
110116101,110116,不适用,不适用
110119101,110119,不适用,文盲/半文盲
110119581,110119,不适用,不适用
110120103,110120,高中,高中
110120101,110120,不适用,不适用
110120601,110120,大学本科,大专
110120104,110120,不适用,不适用
110120102,110120,小学,不适用
110123102,110123,不适用,不适用
110123101,110123,不适用,不适用
110124102,110124,不知道,不知道
110124101,110124,初中,初中
110124401,110124,大学本科,大学本科
110125102,110125,不适用,文盲/半文盲
110125103,110125,不适用,不适用
110125101,110125,初中,文盲/半文盲
110126521,110126,大学本科,不适用
110126101,110126,不适用,文盲/半文盲
110126102,110126,不适用,不适用
110129551,110129,大学本科,大学本科
110129102,110129,不适用,不适用
110129552,110129,不适用,不适用
110129101,110129,不适用,不适用
110147601,110147,大学本科,硕士
110147201,110147,不适用,不适用
110147431,110147,不适用,不适用
110147202,110147,不适用,不适用
110147101,110147,大专,大学本科
110148101,110148,不适用,不适用
110160501,110160,不适用,不适用
110160103,110160,初中,高中
110165103,110165,大学本科,高中
110165102,110165,小学,小学
110165101,110165,不适用,初中
411004104,110210,小学,不适用
411004103,110210,文盲/半文盲,文盲/半文盲
411029104,110241,不适用,不适用
411029103,110241,初中,文盲/半文盲
411110104,110324,小学,小学
411216104,110426,高中,小学
411216103,110426,小学,文盲/半文盲
411223401,110434,初中,初中
411223103,110434,不适用,文盲/半文盲
411223102,110434,高中,不适用
411223105,110434,不适用,不适用
411223104,110434,初中,小学
411313103,110493,高中,初中
110493501,110493,不适用,不适用
110519602,110519,初中,初中
110519501,110519,不适用,不适用
110519601,110519,不适用,不适用
411337103,110519,初中,小学
430246103,110596,初中,文盲/半文盲
411542105,110682,小学,小学
411542104,110682,小学,文盲/半文盲
411542101,110682,文盲/半文盲,文盲/半文盲
430390104,110689,初中,初中
430390105,110689,大学本科,高中
430390101,110689,初中,高中
110689551,110689,大学本科,高中
620564107,110712,小学,初中
620564621,110712,小学,初中
620564105,110712,小学,不适用
620564103,110712,文盲/半文盲,文盲/半文盲
110717601,110717,初中,高中
110717502,110717,初中,高中
110717501,110717,不适用,不适用
411572105,110717,高中,初中
411578103,110722,小学,文盲/半文盲
110722551,110722,不适用,不适用
110722601,110722,高中,初中
411588105,110730,不知道,不知道
411588103,110730,初中,文盲/半文盲
411608521,110754,初中,初中
110754602,110754,初中,初中
110754601,110754,不适用,不适用
110754501,110754,不适用,小学
411608104,110754,文盲/半文盲,文盲/半文盲
430556104,110823,小学,文盲/半文盲
430556103,110823,小学,文盲/半文盲
430566102,110828,文盲/半文盲,不适用
411744103,110900,文盲/半文盲,初中
110901601,110901,初中,不适用
411745621,110901,初中,不适用
411745106,110901,文盲/半文盲,小学
411745107,110901,文盲/半文盲,小学
411745105,110901,文盲/半文盲,小学
411745104,110901,不适用,不适用
411745103,110901,小学,文盲/半文盲
411782105,110935,高中,高中
411782104,110935,高中,初中
110935552,110935,不适用,不适用
110935551,110935,不适用,不适用
411782103,110935,高中,高中
411880521,111013,大专,缺失
111013501,111013,不适用,不适用
411880103,111013,大专,大专
420041103,111065,不适用,文盲/半文盲
111065601,111065,大专,大专
111065501,111065,小学,文盲/半文盲
420041104,111065,不适用,不适用
111065551,111065,不适用,不适用
420310105,111203,小学,小学
420334621,111229,初中,高中
420334431,111229,不适用,文盲/半文盲
111230552,111230,高中,初中
440460401,111230,高中,初中
440460103,111230,小学,小学
111230551,111230,不适用,不适用
111237601,111237,不适用,不适用
111237602,111237,小学,初中
440468103,111237,不适用,文盲/半文盲
440468431,111237,不适用,不适用
440512107,111272,文盲/半文盲,文盲/半文盲
111272601,111272,不适用,不适用
111272602,111272,小学,小学
111272603,111272,小学,小学
440519105,111278,初中,文盲/半文盲
111308551,111308,小学,不适用
111308553,111308,初中,小学
111308552,111308,不适用,文盲/半文盲
111308554,111308,不适用,不适用
440560104,111308,小学,文盲/半文盲
111308601,111308,初中,小学
440785106,111476,不适用,文盲/半文盲
111535551,111535,不适用,不适用
430209101,111535,文盲/半文盲,不适用
430442104,111732,不知道,不知道
430465401,111752,初中,高中
430465108,111752,初中,高中
430465103,111752,高中,初中
430465104,111752,初中,初中
430509103,111790,小学,文盲/半文盲
430509105,111790,高中,高中
430509104,111790,不适用,高中
430509106,111790,高中,高中
430712108,111921,初中,大学本科
430712107,111921,初中,大学本科
430712105,111921,小学,高中
430712106,111921,文盲/半文盲,文盲/半文盲
441569106,111999,初中,文盲/半文盲
441650103,112065,小学,文盲/半文盲
441814106,112181,初中,文盲/半文盲
441820106,112186,初中,小学
441951104,112294,高中,小学
112294551,112294,不适用,不适用
112416553,112416,初中,缺失
112416555,112416,初中,初中
112416552,112416,不适用,不适用
450111103,112416,初中,文盲/半文盲
112416551,112416,不适用,不适用
112416554,112416,初中,初中
440606106,112446,初中,小学
112446601,112446,不适用,大学本科
440675108,112526,高中,高中
440675106,112526,不适用,不适用
440675105,112526,小学,文盲/半文盲
450246103,112537,文盲/半文盲,小学
450246108,112537,初中,初中
450246109,112537,初中,不适用
450246102,112537,不适用,不知道
450246106,112537,不适用,不适用
450246571,112537,初中,初中
500269102,112779,不适用,小学
500269101,112779,不适用,文盲/半文盲
113012571,113012,初中,不适用
441284104,113012,小学,文盲/半文盲
510340104,113116,初中,初中
510340103,113116,初中,初中
510432104,113205,文盲/半文盲,文盲/半文盲
510432101,113205,文盲/半文盲,不适用
113205552,113205,文盲/半文盲,文盲/半文盲
113205553,113205,文盲/半文盲,文盲/半文盲
113332552,113332,初中,小学
113332553,113332,初中,小学
113332554,113332,不适用,不适用
113332621,113332,初中,小学
113332555,113332,不适用,不适用
441663104,113332,小学,文盲/半文盲
113332551,113332,初中,文盲/半文盲
510343106,113415,不适用,不适用
510343105,113415,不适用,不适用
510904104,113499,初中,文盲/半文盲
113499602,113499,不适用,不适用
113499601,113499,小学,文盲/半文盲
441893106,113526,小学,不适用
441893108,113526,高中,初中
441893105,113526,小学,小学
441893104,113526,初中,小学
113603602,113603,高中,初中
441965105,113603,小学,文盲/半文盲
113603601,113603,不适用,不适用
113604571,113604,高中,初中
441966102,113604,不适用,文盲/半文盲
520044104,113661,文盲/半文盲,文盲/半文盲
113900601,113900,不适用,不适用
293136501,113900,初中,初中
520369103,113900,文盲/半文盲,文盲/半文盲
520417106,113941,不适用,文盲/半文盲
520417102,113941,不适用,不适用
114015601,114015,高中,大专
520504103,114015,文盲/半文盲,文盲/半文盲
114015602,114015,不适用,不适用
500175104,114120,文盲/半文盲,文盲/半文盲
114130552,114130,不适用,不适用
530046103,114130,文盲/半文盲,初中
114130551,114130,不适用,不适用
114130601,114130,小学,高中
114130553,114130,小学,初中
114614552,114614,高中,高中
114614601,114614,高中,高中
610084104,114614,初中,文盲/半文盲
255183502,114614,不适用,不适用
610120103,114647,初中,初中
610319102,114792,不适用,小学
114792551,114792,不适用,不适用
114792552,114792,小学,初中
510596102,114882,不适用,不适用
410813106,114900,小学,文盲/半文盲
114900431,114900,不适用,不适用
114900501,114900,初中,初中
620248104,115057,文盲/半文盲,文盲/半文盲
115057554,115057,小学,高中
115057601,115057,高中,初中
115057551,115057,不适用,不适用
115057553,115057,不适用,不适用
115057552,115057,不适用,小学
520028110,115235,文盲/半文盲,文盲/半文盲
520028103,115235,小学,文盲/半文盲
115395622,115395,初中,不适用
520197104,115395,小学,小学
115395621,115395,初中,不适用
520197103,115395,小学,小学
115395552,115395,初中,大专
520197105,115395,小学,小学
115395551,115395,不适用,不适用
520197101,115395,不适用,不适用
520197521,115395,初中,大专
520197102,115395,文盲/半文盲,不适用
620784103,115488,初中,高中
115509551,115509,初中,不适用
620811105,115509,初中,初中
620811102,115509,不知道,不适用
115554501,115554,不适用,不适用
520379521,115554,小学,初中
520379104,115554,小学,文盲/半文盲
115565551,115565,不适用,不适用
115565552,115565,大专,大学本科
620880104,115565,高中,高中
370142105,115650,初中,小学
115650601,115650,初中,小学
370142103,115650,初中,文盲/半文盲
370142104,115650,初中,文盲/半文盲
620981101,115653,初中,初中
620981202,115653,不适用,不适用
620995104,115667,小学,文盲/半文盲
115667551,115667,不适用,不适用
115788431,115788,初中,文盲/半文盲
115788551,115788,初中,文盲/半文盲
320195106,115788,文盲/半文盲,文盲/半文盲
115788432,115788,不适用,不适用
621273104,115905,高中,初中
621273571,115905,高中,初中
621273103,115905,不适用,不适用
621273102,115905,不适用,文盲/半文盲
621333103,115958,文盲/半文盲,初中
621333104,115958,文盲/半文盲,初中
621333431,115958,不适用,不适用
530179103,115961,初中,文盲/半文盲
115961501,115961,不适用,不适用
115961502,115961,初中,小学
621341104,115966,初中,初中
621341105,115966,初中,初中
621341102,115966,文盲/半文盲,文盲/半文盲
621341106,115966,初中,初中
621341107,115966,不适用,初中
115986551,115986,高中,高中
530207521,115986,高中,高中
115986601,115986,不适用,不适用
530207103,115986,不适用,小学
115986501,115986,不适用,小学
621572104,116138,文盲/半文盲,初中
621574104,116140,文盲/半文盲,文盲/半文盲
116140601,116140,不适用,不适用
530387106,116178,初中,初中
116178551,116178,初中,初中
530387103,116178,不适用,文盲/半文盲
530387105,116178,初中,初中
116221551,116221,不适用,不适用
621662521,116221,大学本科,大学本科
621662101,116221,初中,高中
116282555,116282,初中,初中
621758103,116282,不适用,小学
116282552,116282,不适用,不适用
116282554,116282,初中,大专
116282553,116282,初中,初中
116282551,116282,不适用,不适用
440781107,116587,不适用,不适用
120096103,116939,文盲/半文盲,小学
120096106,116939,高中,初中
120096105,116939,高中,初中
120096104,116939,小学,小学
120114101,116953,不适用,初中
620341106,117058,初中,小学
620341105,117058,小学,文盲/半文盲
620341521,117058,初中,小学
117058601,117058,初中,小学
620341103,117058,高中,文盲/半文盲
620404106,117111,大专,小学
620404104,117111,大专,小学
620404105,117111,不适用,不知道
620457431,117163,不适用,不适用
620457103,117163,高中,小学
117163502,117163,初中,初中
130268103,117227,高中,初中
117227551,117227,不适用,不适用
117227601,117227,硕士,硕士
130417103,117324,初中,高中
130417501,117324,初中,小学
130417105,117324,初中,小学
130417104,117324,小学,初中
130649104,117517,不适用,不适用
117517553,117517,初中,大学本科
117517552,117517,不适用,不适用
130649105,117517,初中,小学
130649103,117517,高中,初中
130830104,117660,初中,文盲/半文盲
130873102,117697,初中,初中
117697601,117697,初中,文盲/半文盲
130873104,117697,不知道,初中
130873105,117697,初中,文盲/半文盲
130873551,117697,初中,文盲/半文盲
117697602,117697,初中,文盲/半文盲
130939104,117756,不适用,文盲/半文盲
130939101,117756,不适用,小学
140001103,117819,高中,初中
140088104,117893,不适用,小学
140542102,118221,不适用,不适用
140542101,118221,文盲/半文盲,文盲/半文盲
118291401,118291,初中,小学
118291551,118291,初中,小学
610019106,118291,小学,文盲/半文盲
610019103,118291,文盲/半文盲,小学
621700521,118404,大学本科,大学本科
118404601,118404,大学本科,大学本科
118404501,118404,不适用,不适用
621700103,118404,大专,大专
610163102,118499,不适用,不适用
610163101,118499,不适用,不适用
130657104,119227,大专,高中
130657103,119227,初中,小学
130657101,119227,不适用,不适用
230628104,119374,小学,小学
230628103,119374,初中,小学
210778103,119455,初中,高中
119614601,119614,不适用,不适用
210964104,119614,不适用,不适用
120001103,120001,小学,高中
120001401,120001,小学,高中
120001102,120001,不适用,初中
120001101,120001,初中,初中
120004102,120004,不适用,不适用
120004101,120004,不适用,不适用
120007103,120007,大学本科,高中
120007102,120007,小学,小学
120007101,120007,小学,初中
120008102,120008,小学,小学
120008101,120008,不适用,文盲/半文盲
120009104,120009,高中,小学
120009101,120009,不适用,不适用
120009103,120009,大专,大学本科
120012102,120012,大专,高中
120012101,120012,小学,小学
120012103,120012,大专,大学本科
120013104,120013,大专,硕士
120013105,120013,高中,小学
120013101,120013,不适用,初中
120013103,120013,不适用,不适用
120013102,120013,不适用,不适用
120018102,120018,高中,大学本科
120018101,120018,文盲/半文盲,文盲/半文盲
120020101,120020,不适用,文盲/半文盲
120020103,120020,大专,高中
120020102,120020,小学,不适用
120023621,120023,大专,不适用
120023102,120023,不适用,不适用
120023101,120023,不适用,不适用
120023103,120023,小学,初中
120024103,120024,不适用,不适用
120024104,120024,不适用,不适用
120025101,120025,高中,文盲/半文盲
120025103,120025,不适用,不适用
120025102,120025,不适用,小学
120025105,120025,高中,高中
120025104,120025,不知道,不知道
120026101,120026,大学本科,文盲/半文盲
120026103,120026,大专,大专
120026102,120026,初中,初中
120029102,120029,不知道,不知道
120029101,120029,高中,高中
120029103,120029,高中,高中
120031102,120031,不适用,不适用
120031101,120031,不适用,不适用
120032101,120032,小学,小学
120032103,120032,初中,高中
120032102,120032,初中,文盲/半文盲
120033501,120033,不适用,不适用
120033103,120033,文盲/半文盲,文盲/半文盲
120034103,120034,初中,初中
120034621,120034,不适用,大学本科
120034101,120034,不适用,不适用
120034104,120034,不适用,不适用
120035102,120035,不适用,不适用
120035101,120035,初中,小学
120035103,120035,初中,初中
120036102,120036,不适用,不适用
120036101,120036,不适用,不适用
120039103,120039,大专,大专
120039101,120039,不适用,初中
120039102,120039,高中,大专
120039431,120039,不适用,不适用
120039601,120039,大专,大专
120046102,120046,不适用,不适用
120046101,120046,不适用,不适用
120050102,120050,不适用,不适用
120050101,120050,高中,文盲/半文盲
120050103,120050,初中,小学
120051102,120051,不适用,文盲/半文盲
120051101,120051,不适用,文盲/半文盲
120056102,120056,初中,文盲/半文盲
120056101,120056,不适用,小学
120058103,120058,初中,小学
120058102,120058,不适用,不适用
120058101,120058,不适用,不适用
120063501,120063,不适用,不适用
120063103,120063,大学本科,大学本科
120063102,120063,文盲/半文盲,文盲/半文盲
120063101,120063,高中,初中
120065101,120065,不适用,不适用
120071102,120071,小学,小学
120071103,120071,高中,高中
120071101,120071,小学,小学
120072103,120072,初中,高中
120072104,120072,初中,高中
120072531,120072,不适用,不适用
120072102,120072,小学,文盲/半文盲
120072532,120072,不适用,不适用
120073102,120073,不适用,不适用
120073101,120073,不适用,不适用
120074101,120074,不适用,不适用
120074102,120074,文盲/半文盲,文盲/半文盲
120075101,120075,文盲/半文盲,文盲/半文盲
120075102,120075,不适用,不适用
120076106,120076,小学,初中
120076105,120076,不适用,不适用
120076103,120076,不适用,不适用
120076104,120076,小学,文盲/半文盲
120076101,120076,不适用,不适用
120077103,120077,小学,小学
120077101,120077,不适用,不适用
120077102,120077,不适用,不适用
120078104,120078,初中,小学
120078102,120078,不适用,不适用
120078101,120078,不适用,不适用
120078103,120078,文盲/半文盲,文盲/半文盲
120078105,120078,初中,初中
120079503,120079,文盲/半文盲,小学
120079432,120079,小学,不适用
120079502,120079,文盲/半文盲,小学
120079431,120079,文盲/半文盲,文盲/半文盲
120079531,120079,文盲/半文盲,文盲/半文盲
120079501,120079,不适用,不适用
120079102,120079,不适用,不适用
120079101,120079,文盲/半文盲,不适用
120080103,120080,高中,初中
120080102,120080,不适用,文盲/半文盲
120080101,120080,文盲/半文盲,不适用
120081105,120081,文盲/半文盲,小学
120081101,120081,不适用,不适用
120081103,120081,不适用,文盲/半文盲
120081102,120081,不适用,文盲/半文盲
120082101,120082,初中,初中
120082105,120082,初中,初中
120082104,120082,初中,文盲/半文盲
120082103,120082,文盲/半文盲,文盲/半文盲
120082102,120082,小学,文盲/半文盲
120082106,120082,初中,初中
120084571,120084,大学本科,不适用
120084103,120084,初中,文盲/半文盲
120084102,120084,不适用,不适用
120084101,120084,不适用,不适用
120086105,120086,初中,小学
120086104,120086,初中,小学
